age,education_level,marital_status,num_dependents,region,employment_type,employment_years,months_employed,annual_income,monthly_income,savings_balance,investment_balance,credit_score,num_credit_lines,num_late_payments,credit_util_rate,loan_purpose,loan_amount,loan_term_months,interest_rate,monthly_payment,debt_to_income,loan_to_income,property_type,has_cosigner,num_prev_loans
19,Master,Married,3,East,Employed,4.7,56,56582.96,4715.25,114.41,2176.46,734,7,8,0.2802,Education,9351.81,84,8.49,148.05,0.0314,0.1653,Mortgage,1,4
19,Bachelor,Married,5,North,Self-Employed,2.4,29,39240.2,3270.02,9412.95,3783.38,582,15,6,0.5441,Vacation,16538.54,60,1.64,287.28,0.0879,0.4215,Mortgage,0,3
22,PhD,Single,1,West,Retired,6.6,79,94964.46,7913.71,3002.11,57009.41,719,14,7,0.2072,Home,24423.38,12,3.8,2077.47,0.2625,0.2572,Rent,0,7
63,Bachelor,Widowed,1,Central,Part-Time,10.4,124,81882.71,6823.56,12104.52,250.1,671,15,8,0.2159,Car,6304.5,120,9.7,82.26,0.0121,0.077,Rent,0,0
32,Master,Single,4,Central,Unemployed,1.6,18,62550.92,5212.58,22076.97,9623.16,605,9,4,0.2563,Home,14188.0,120,5.16,151.58,0.0291,0.2268,Rent,1,3
43,Bachelor,Single,2,Central,Part-Time,10.9,130,67923.63,5660.3,8392.23,4883.65,714,8,7,0.1548,Medical,85604.69,60,6.49,1674.72,0.2959,1.2603,Mortgage,0,3
44,Master,Divorced,4,West,Employed,9.9,118,88550.03,7379.17,41633.24,15339.37,702,4,0,0.4213,Home,7911.31,36,9.55,253.6,0.0344,0.0893,Rent,0,7
63,Master,Divorced,1,South,Employed,7.1,85,110919.49,9243.29,887.34,2350.06,721,1,7,0.089,Personal,14038.32,120,6.33,158.19,0.0171,0.1266,Rent,0,0
37,High School,Married,5,South,Unemployed,8.3,99,41539.58,3461.63,2468.31,754.85,580,8,7,0.5961,Medical,14961.66,36,9.0,475.8,0.1374,0.3602,Mortgage,0,4
18,Associate,Single,0,North,Self-Employed,8.3,99,33506.13,2792.18,655.67,272.77,493,2,9,0.2103,Home,28921.34,12,5.97,2488.8,0.8913,0.8632,Mortgage,0,1
40,Bachelor,Married,1,South,Part-Time,10.2,122,51044.5,4253.71,8205.54,5324.18,640,4,4,0.3657,Home,38771.97,48,8.39,953.73,0.2242,0.7596,Rent,0,7
34,Master,Single,3,South,Part-Time,11.7,140,68844.91,5737.08,2257.79,1165.59,645,8,7,0.5593,Education,16182.43,84,11.51,281.45,0.0491,0.2351,Mortgage,1,3
59,Master,Married,3,West,Employed,22.4,268,83134.14,6927.84,11188.36,8297.45,706,19,3,0.5567,Car,53768.77,24,1.5,2275.54,0.3285,0.6468,Rent,0,3
60,Master,Married,2,North,Employed,8.8,106,104528.33,8710.69,37031.32,24980.26,452,12,0,0.4443,Vacation,8220.25,48,8.86,204.01,0.0234,0.0786,Rent,0,2
23,Master,Married,5,Central,Unemployed,4.8,57,46215.97,3851.33,20701.67,6642.93,718,19,0,0.3766,Education,8991.52,12,4.49,767.62,0.1993,0.1946,Rent,0,1
63,Bachelor,Married,2,West,Employed,0.0,0,77556.36,6463.03,22360.63,1506.93,733,10,4,0.0802,Vacation,144754.66,36,11.44,4769.31,0.7379,1.8664,Mortgage,1,7
22,High School,Married,4,West,Employed,1.0,11,37402.2,3116.85,54.01,4239.41,738,17,6,0.474,Vacation,29512.92,36,8.54,932.23,0.2991,0.7891,Own,0,3
53,Bachelor,Single,2,East,Self-Employed,4.2,50,70463.34,5871.94,1548.37,11605.16,735,15,6,0.6759,Personal,32185.47,84,3.35,430.36,0.0733,0.4568,Rent,0,3
40,Master,Single,2,South,Employed,11.4,137,79985.42,6665.45,8581.9,8337.94,580,8,6,0.3751,Education,6948.31,12,5.85,597.53,0.0896,0.0869,Own,0,7
35,Bachelor,Divorced,4,East,Self-Employed,6.0,72,61547.82,5128.98,13118.49,3089.38,598,17,9,0.4256,Vacation,34461.32,12,5.85,2963.59,0.5778,0.5599,Rent,0,1
45,Master,Single,2,West,Self-Employed,10.0,120,91138.39,7594.87,7718.58,32087.09,652,11,8,0.8367,Education,6232.41,24,7.74,281.14,0.037,0.0684,Mortgage,0,6
35,PhD,Single,2,Central,Self-Employed,4.3,52,106085.21,8840.43,13663.46,3589.95,656,4,5,0.3393,Personal,17066.93,60,5.59,326.69,0.037,0.1609,Rent,1,3
63,Bachelor,Single,4,West,Retired,10.3,123,84906.69,7075.56,22885.19,7595.63,592,15,4,0.2836,Medical,8877.39,84,8.05,138.58,0.0196,0.1046,Mortgage,0,6
73,Master,Married,0,Central,Employed,12.4,148,118641.31,9886.78,38459.94,11069.12,682,7,9,0.2807,Business,16169.99,120,6.91,186.99,0.0189,0.1363,Mortgage,0,0
64,Bachelor,Married,2,East,Retired,6.0,71,65508.4,5459.03,11184.12,34037.38,705,0,0,0.3145,Education,14074.58,24,4.27,612.91,0.1123,0.2149,Mortgage,0,2
43,Bachelor,Married,1,East,Part-Time,10.2,122,66333.28,5527.77,2107.19,11525.84,696,6,1,0.4547,Personal,44086.58,12,9.84,3872.6,0.7006,0.6646,Mortgage,0,7
46,Associate,Married,2,West,Unemployed,5.8,69,68058.27,5671.52,35773.33,9681.72,681,9,3,0.627,Personal,15437.4,24,13.72,739.17,0.1303,0.2268,Own,1,7
43,Associate,Married,3,West,Unemployed,1.8,22,59142.36,4928.53,9861.4,6661.65,701,3,4,0.3839,Car,16346.63,60,6.77,321.94,0.0653,0.2764,Other,0,0
63,High School,Single,2,South,Employed,10.8,129,61710.01,5142.5,3013.51,6335.45,651,8,1,0.4102,Medical,21336.2,60,6.15,414.0,0.0805,0.3457,Own,0,5
49,Bachelor,Divorced,5,East,Employed,10.1,120,63805.77,5317.15,5211.24,22769.29,714,11,2,0.1049,Vacation,93766.02,60,8.48,1922.66,0.3616,1.4696,Rent,1,1
44,High School,Widowed,5,East,Employed,11.0,131,45254.38,3771.2,51514.44,17438.13,704,1,6,0.2732,Home,135804.07,48,8.7,3360.22,0.891,3.0009,Other,0,7
41,Bachelor,Married,0,West,Self-Employed,12.8,153,67316.57,5609.71,16971.61,17351.45,608,2,7,0.1903,Education,9381.09,36,6.59,287.92,0.0513,0.1394,Rent,0,7
39,Bachelor,Married,3,South,Employed,6.8,81,64744.21,5395.35,9422.75,6354.8,819,16,2,0.5506,Personal,11386.48,84,4.12,156.25,0.029,0.1759,Rent,0,4
49,Bachelor,Married,1,North,Employed,7.1,85,75520.84,6293.4,23153.22,26376.93,794,0,7,0.066,Personal,25801.61,60,4.41,479.99,0.0763,0.3416,Mortgage,0,0
57,Master,Single,4,Central,Retired,6.6,78,86483.04,7206.92,27800.14,324.34,728,8,9,0.0436,Personal,35189.79,84,6.15,516.66,0.0717,0.4069,Rent,0,5
42,Bachelor,Married,2,South,Retired,9.7,116,57255.2,4771.27,8900.97,2393.88,763,1,2,0.188,Business,127384.02,48,11.4,3317.18,0.6952,2.2248,Mortgage,0,6
63,High School,Divorced,5,North,Self-Employed,7.3,87,49034.75,4086.23,4459.6,350.05,698,18,7,0.1982,Medical,14730.03,36,6.82,453.61,0.111,0.3004,Own,0,7
65,PhD,Single,5,South,Employed,8.6,103,134510.74,11209.23,32900.09,27326.11,645,15,6,0.3088,Home,35108.72,36,5.04,1052.93,0.0939,0.261,Mortgage,1,2
42,Master,Single,0,Central,Unemployed,4.4,52,80732.21,6727.68,26946.77,38898.11,763,4,7,0.3138,Education,27027.54,48,4.98,622.12,0.0925,0.3348,Rent,1,6
69,Bachelor,Married,0,North,Retired,2.9,34,83643.41,6970.28,71462.65,10564.07,697,11,7,0.2302,Personal,14718.81,84,7.09,222.79,0.032,0.176,Mortgage,0,6
27,Master,Married,0,West,Employed,3.5,41,60001.17,5000.1,10664.12,4667.6,731,9,2,0.2263,Personal,19165.98,48,7.89,466.95,0.0934,0.3194,Own,0,0
71,High School,Married,4,East,Employed,10.1,120,56036.67,4669.72,13780.59,3894.32,798,18,9,0.3372,Business,16002.32,24,6.18,710.51,0.1522,0.2856,Rent,0,2
34,Master,Single,1,West,Retired,7.8,93,74379.23,6198.27,6561.14,875.96,551,18,6,0.2261,Home,5971.26,48,12.33,158.22,0.0255,0.0803,Other,1,2
50,Associate,Married,4,West,Employed,5.5,66,67030.04,5585.84,6712.15,1142.65,712,18,0,0.1417,Medical,240078.4,120,13.01,3585.73,0.6419,3.5817,Mortgage,0,7
34,Bachelor,Single,1,South,Part-Time,11.3,135,69739.21,5811.6,3749.84,526.81,603,17,2,0.6846,Business,90411.88,24,7.03,4049.14,0.6967,1.2964,Mortgage,0,7
43,High School,Divorced,1,South,Self-Employed,15.3,183,53877.15,4489.76,10217.35,56910.33,662,14,6,0.3886,Personal,108896.08,48,5.92,2553.6,0.5688,2.0212,Rent,0,7
37,Master,Single,3,West,Employed,5.5,66,72608.39,6050.7,10880.12,3998.29,614,10,4,0.2102,Home,12984.74,48,6.81,309.77,0.0512,0.1788,Own,0,4
58,Associate,Single,4,Central,Employed,2.6,30,56895.45,4741.29,3698.56,3832.23,769,17,7,0.3131,Medical,9532.13,24,8.55,433.5,0.0914,0.1675,Rent,0,4
22,Associate,Married,3,Central,Part-Time,12.7,152,46469.17,3872.43,10584.62,1056.96,713,7,7,0.552,Personal,81268.09,60,5.52,1553.08,0.4011,1.7489,Rent,0,1
65,High School,Single,3,South,Self-Employed,8.1,96,64537.86,5378.15,1795.06,543.44,680,2,3,0.2428,Vacation,9479.09,36,5.72,287.17,0.0534,0.1469,Mortgage,0,0
69,Master,Married,4,South,Retired,7.1,84,115103.13,9591.93,11957.05,21013.46,552,7,8,0.1852,Education,170309.85,24,3.27,7340.46,0.7653,1.4796,Rent,0,1
50,Associate,Single,1,Central,Employed,13.1,157,59343.86,4945.32,18880.3,4594.95,633,16,2,0.5268,Medical,24972.6,12,6.81,2158.56,0.4365,0.4208,Rent,0,0
49,Bachelor,Married,3,West,Retired,6.7,80,64185.03,5348.75,11913.66,8172.25,638,9,1,0.2753,Business,145269.43,36,5.7,4399.87,0.8226,2.2633,Other,0,2
57,Associate,Single,1,North,Employed,10.0,119,68377.74,5698.15,19804.21,9444.64,700,13,0,0.367,Education,3419.31,24,7.26,153.49,0.0269,0.05,Mortgage,0,6
29,Master,Married,0,West,Employed,8.8,105,75147.41,6262.28,2021.65,8572.09,641,4,0,0.4646,Car,14381.55,84,4.56,200.29,0.032,0.1914,Mortgage,0,6
60,Associate,Single,1,South,Retired,24.2,290,68224.3,5685.36,20861.89,9036.21,650,17,8,0.3522,Home,91356.54,84,8.1,1428.68,0.2513,1.3391,Mortgage,1,4
30,PhD,Married,1,North,Employed,7.3,87,72237.39,6019.78,14466.49,11121.53,481,18,7,0.4519,Medical,16719.48,48,6.63,397.47,0.066,0.2315,Mortgage,1,2
56,Associate,Single,1,North,Employed,12.7,152,56823.66,4735.31,2981.85,7292.91,750,5,1,0.1673,Medical,24694.48,36,11.26,811.47,0.1714,0.4346,Other,1,6
35,High School,Divorced,0,South,Employed,6.7,80,40074.09,3339.51,2637.36,18852.3,581,13,3,0.2871,Medical,21170.81,84,4.19,291.19,0.0872,0.5283,Mortgage,0,5
60,Associate,Married,4,South,Part-Time,10.3,123,73384.78,6115.4,4473.77,37817.7,620,15,2,0.4909,Business,6420.2,48,11.45,167.33,0.0274,0.0875,Rent,0,3
63,High School,Single,2,West,Part-Time,7.0,84,61374.2,5114.52,9532.71,26401.53,717,8,3,0.101,Vacation,12630.65,36,9.12,402.34,0.0787,0.2058,Own,0,1
29,Bachelor,Single,3,North,Retired,12.0,143,50007.23,4167.27,69675.65,2440.55,745,1,7,0.2673,Medical,85985.65,60,5.45,1640.31,0.3936,1.7195,Rent,0,4
53,Associate,Single,4,North,Employed,7.5,90,49117.24,4093.1,8884.25,5902.94,676,17,3,0.2492,Education,4335.87,24,7.88,195.86,0.0479,0.0883,Mortgage,1,7
46,Master,Single,4,West,Employed,10.5,126,100726.64,8393.89,17041.39,17568.37,704,14,7,0.6785,Vacation,15673.12,84,11.09,269.1,0.0321,0.1556,Mortgage,0,3
34,Bachelor,Married,0,East,Employed,4.2,50,67127.25,5593.94,9420.53,15001.9,751,2,2,0.0484,Vacation,27242.94,36,9.47,872.33,0.1559,0.4058,Mortgage,0,1
51,Associate,Married,3,South,Retired,4.0,48,61022.69,5085.22,4395.54,19638.4,466,3,0,0.1236,Business,10209.62,12,7.31,884.84,0.174,0.1673,Own,1,4
74,Bachelor,Widowed,2,North,Self-Employed,0.0,0,85760.12,7146.68,7867.88,13671.48,745,11,9,0.1482,Car,35202.67,60,5.81,677.4,0.0948,0.4105,Other,0,7
18,High School,Married,2,North,Employed,9.8,117,29359.71,2446.64,3114.8,10048.33,502,19,8,0.3697,Car,73814.68,120,2.75,704.27,0.2878,2.5141,Mortgage,0,3
72,High School,Single,4,South,Employed,4.8,57,66534.35,5544.53,22985.56,10353.75,649,14,6,0.1448,Business,40048.33,48,6.42,948.28,0.171,0.6019,Rent,0,2
66,Associate,Single,0,South,Employed,19.0,227,74030.88,6169.24,3357.93,15564.29,708,19,6,0.182,Car,45807.17,36,8.03,1436.0,0.2328,0.6188,Rent,0,6
48,High School,Single,1,East,Part-Time,5.6,67,45483.15,3790.26,12356.5,5562.37,597,14,6,0.0054,Home,11871.28,24,5.55,523.71,0.1382,0.261,Rent,0,6
52,High School,Single,4,West,Employed,14.2,170,62449.05,5204.09,4636.81,1500.11,659,8,0,0.1388,Education,18690.86,36,1.5,531.28,0.1021,0.2993,Rent,0,3
39,PhD,Married,2,North,Self-Employed,13.7,164,78336.2,6528.02,22437.27,10478.93,420,18,5,0.0755,Home,14547.49,60,12.27,325.62,0.0499,0.1857,Own,0,6
25,Bachelor,Single,0,East,Employed,6.8,81,45187.31,3765.61,12831.03,491.63,570,18,8,0.3554,Education,44388.83,120,9.17,566.34,0.1504,0.9823,Other,0,5
50,PhD,Single,1,East,Employed,4.3,51,104585.8,8715.48,935.74,4578.08,610,13,4,0.0991,Personal,94095.86,48,14.24,2582.64,0.2963,0.8997,Own,0,5
64,Associate,Single,1,North,Self-Employed,7.3,87,69741.21,5811.77,28308.3,4474.95,595,5,6,0.2904,Education,33344.03,120,6.94,386.2,0.0665,0.4781,Rent,0,6
31,Master,Married,1,East,Part-Time,13.7,164,83016.69,6918.06,21835.82,120.71,662,6,1,0.6036,Vacation,9465.86,120,8.89,119.33,0.0172,0.114,Own,1,0
58,Bachelor,Single,4,North,Employed,19.4,233,83029.35,6919.11,68.65,14904.29,812,12,6,0.3377,Education,2491.72,36,7.47,77.47,0.0112,0.03,Mortgage,1,3
60,High School,Widowed,1,South,Self-Employed,1.8,21,55309.5,4609.12,1485.28,4116.04,742,7,2,0.0542,Car,26580.29,24,8.58,1209.2,0.2623,0.4806,Mortgage,0,3
61,Master,Married,4,West,Unemployed,8.1,96,88637.97,7386.5,1202.4,1183.37,745,17,9,0.3353,Medical,47223.35,36,8.08,1481.47,0.2006,0.5328,Mortgage,0,6
37,High School,Married,1,South,Self-Employed,5.0,59,47068.87,3922.41,4349.13,7329.96,711,3,7,0.2961,Medical,9532.69,48,8.61,235.47,0.06,0.2025,Mortgage,0,4
40,Bachelor,Married,0,West,Self-Employed,6.2,74,52918.15,4409.85,3866.7,5184.25,560,16,3,0.1993,Education,22529.35,24,8.86,1027.81,0.2331,0.4257,Rent,0,3
41,Master,Married,0,North,Part-Time,16.5,198,77461.08,6455.09,16550.45,5358.49,769,16,9,0.1758,Home,6505.41,36,9.33,207.88,0.0322,0.084,Rent,0,0
66,Bachelor,Married,3,East,Employed,4.2,49,82195.63,6849.64,29068.31,10280.63,704,7,7,0.1776,Vacation,28945.52,84,6.77,433.57,0.0633,0.3522,Mortgage,0,7
69,Bachelor,Married,4,Central,Employed,0.0,0,78740.23,6561.69,23165.99,140.36,716,13,4,0.2706,Vacation,4469.29,12,8.45,389.7,0.0594,0.0568,Rent,0,3
41,Bachelor,Married,0,East,Employed,9.0,108,56184.35,4682.03,11579.36,11573.6,739,3,9,0.4918,Medical,40913.4,12,10.25,3601.79,0.7693,0.7282,Mortgage,0,0
73,High School,Married,1,Central,Employed,9.9,118,66846.06,5570.5,5535.93,6175.23,715,9,7,0.3692,Car,12094.95,24,7.91,546.51,0.0981,0.1809,Own,0,2
50,PhD,Single,4,South,Self-Employed,5.9,70,130613.83,10884.49,77160.94,31151.37,703,5,2,0.1789,Car,29881.21,120,11.65,422.64,0.0388,0.2288,Other,1,3
39,High School,Married,5,North,Part-Time,4.6,55,42425.73,3535.48,7415.87,11270.97,609,5,1,0.205,Home,19643.83,84,10.63,332.5,0.094,0.463,Mortgage,0,2
18,Associate,Married,4,East,Employed,8.8,105,25642.64,2136.89,3166.38,3981.88,592,0,6,0.0561,Business,51856.94,48,4.36,1179.29,0.5519,2.0223,Mortgage,0,6
52,Associate,Married,3,South,Retired,1.3,15,62767.65,5230.64,5225.05,4930.09,593,6,9,0.5093,Car,54385.98,84,11.26,938.54,0.1794,0.8665,Mortgage,0,1
54,PhD,Divorced,4,West,Retired,10.1,121,108209.48,9017.46,108332.74,100869.6,441,6,4,0.0783,Medical,17606.0,60,2.93,315.78,0.035,0.1627,Rent,1,2
73,Master,Married,1,South,Employed,6.3,75,118670.07,9889.17,59964.41,4254.03,633,6,7,0.3567,Car,137683.95,60,10.07,2929.93,0.2963,1.1602,Own,0,0
58,Bachelor,Divorced,0,West,Employed,14.9,179,78763.91,6563.66,37046.66,7093.85,717,14,6,0.0077,Home,30089.26,84,6.18,442.21,0.0674,0.382,Mortgage,0,4
19,PhD,Married,3,North,Employed,9.6,115,48235.51,4019.63,2799.37,5570.9,764,19,1,0.399,Education,3339.61,12,5.94,287.34,0.0715,0.0692,Mortgage,0,1
50,High School,Married,3,South,Retired,7.2,86,46813.88,3901.16,22538.69,6691.99,616,9,6,0.08,Medical,11231.72,36,2.08,322.11,0.0826,0.2399,Rent,0,0
60,Master,Married,4,South,Self-Employed,6.9,82,107810.12,8984.18,2916.66,2455.06,666,11,4,0.3023,Education,6187.82,36,5.8,187.7,0.0209,0.0574,Rent,1,3
46,High School,Single,1,West,Part-Time,0.0,0,46238.15,3853.18,2030.83,8606.81,634,2,4,0.301,Medical,7289.93,12,9.7,639.89,0.1661,0.1577,Mortgage,0,1
42,Bachelor,Single,5,South,Retired,7.4,88,54829.06,4569.09,48066.13,16457.75,692,6,4,0.1834,Home,16084.54,120,5.17,171.92,0.0376,0.2934,Rent,0,0
64,High School,Married,2,East,Self-Employed,7.0,83,60515.27,5042.94,21743.24,25474.28,565,6,5,0.239,Education,10136.76,84,6.14,148.76,0.0295,0.1675,Rent,0,6
52,PhD,Single,2,South,Unemployed,8.3,99,93241.98,7770.16,53868.1,12335.81,632,6,2,0.2719,Home,24762.01,36,7.34,768.46,0.0989,0.2656,Rent,1,5
56,PhD,Single,5,West,Employed,7.0,84,122675.66,10222.97,13344.36,54958.91,610,5,1,0.2887,Vacation,11689.05,12,4.66,998.83,0.0977,0.0953,Own,1,0
44,Bachelor,Married,3,South,Employed,15.1,181,60887.59,5073.97,2118.15,6408.7,725,4,2,0.1872,Education,136553.92,84,11.44,2369.71,0.467,2.2427,Rent,0,2
33,Associate,Married,0,West,Employed,6.7,79,50891.57,4240.96,11152.31,6192.45,538,11,9,0.0362,Vacation,33270.21,120,5.98,369.11,0.087,0.6537,Mortgage,0,1
47,Associate,Single,1,North,Unemployed,3.8,45,55908.72,4659.06,2669.86,191.7,705,11,9,0.6045,Vacation,3407.31,24,6.98,152.53,0.0327,0.0609,Own,0,1
72,Bachelor,Single,3,West,Employed,0.0,0,91489.4,7624.12,26226.05,2259.45,749,1,3,0.1656,Education,36546.45,36,10.05,1180.12,0.1548,0.3995,Mortgage,0,1
52,Associate,Divorced,1,West,Employed,5.8,69,70115.6,5842.97,12718.77,9728.43,559,2,1,0.0385,Personal,22307.74,24,2.4,952.86,0.1631,0.3182,Own,0,7
58,High School,Widowed,0,North,Unemployed,2.8,33,57367.61,4780.63,7152.73,355.03,625,14,5,0.2313,Business,4385.51,48,5.81,102.61,0.0215,0.0764,Rent,0,6
25,Bachelor,Married,1,North,Employed,1.5,18,55408.69,4617.39,777.63,9004.78,608,2,7,0.7442,Business,12411.07,24,12.84,589.14,0.1276,0.224,Other,0,2
74,Bachelor,Single,3,South,Self-Employed,6.4,77,93863.34,7821.95,27365.36,2341.4,804,2,5,0.0958,Education,18762.05,60,9.83,397.11,0.0508,0.1999,Own,0,4
31,PhD,Married,0,Central,Employed,13.7,164,65705.44,5475.45,531.67,9727.75,787,9,3,0.3331,Medical,19335.55,12,11.66,1714.83,0.3132,0.2943,Other,1,5
73,Bachelor,Married,3,South,Employed,12.7,152,89044.21,7420.35,20558.73,15173.62,752,19,3,0.1725,Education,5602.29,48,10.14,142.47,0.0192,0.0629,Rent,1,0
43,Associate,Married,4,East,Employed,1.6,19,56574.08,4714.51,17509.11,10160.89,711,0,5,0.0935,Car,61522.45,120,9.42,793.48,0.1683,1.0875,Other,0,1
70,Bachelor,Married,2,East,Unemployed,8.2,98,90422.99,7535.25,798.38,11885.25,749,15,0,0.4706,Vacation,31683.82,36,8.29,997.15,0.1323,0.3504,Rent,1,6
68,High School,Married,4,South,Employed,10.1,121,58606.67,4883.89,20116.4,4850.2,726,19,5,0.1211,Medical,48239.24,60,8.81,996.83,0.2041,0.8231,Mortgage,0,7
61,Bachelor,Married,3,East,Employed,10.9,131,84524.5,7043.71,9562.17,5533.43,807,7,1,0.4257,Education,22098.3,24,11.58,1035.94,0.1471,0.2614,Rent,1,4
70,Master,Divorced,2,North,Part-Time,16.0,192,101828.59,8485.72,1453.39,2205.36,683,4,8,0.1101,Business,16375.37,120,10.59,221.78,0.0261,0.1608,Own,0,4
52,High School,Married,5,West,Employed,2.2,25,61279.71,5106.64,13386.26,565.9,482,3,4,0.4564,Business,49873.6,120,8.4,615.79,0.1206,0.8139,Mortgage,0,7
66,Associate,Married,3,North,Employed,3.6,42,74176.0,6181.33,10813.79,30308.11,640,19,5,0.2875,Education,23042.21,60,6.54,451.26,0.073,0.3106,Rent,0,2
27,Master,Married,4,East,Employed,4.7,56,57508.56,4792.38,20182.82,1735.87,723,12,7,0.1891,Home,44591.9,36,9.2,1422.18,0.2968,0.7754,Mortgage,0,1
22,Bachelor,Married,3,South,Retired,9.8,117,58443.75,4870.31,713.12,10866.88,653,15,7,0.4136,Business,34554.77,84,3.77,468.66,0.0962,0.5912,Other,0,0
48,Bachelor,Divorced,5,East,Unemployed,0.0,0,59472.17,4956.01,40171.54,10450.25,775,19,1,0.2591,Car,21681.57,84,4.79,304.26,0.0614,0.3646,Rent,0,7
64,Master,Married,2,East,Employed,6.9,82,105658.26,8804.86,82949.04,33389.14,613,9,9,0.2633,Home,97038.82,48,5.08,2238.24,0.2542,0.9184,Own,0,0
61,Bachelor,Divorced,1,West,Self-Employed,0.0,0,79722.75,6643.56,11893.48,9482.71,752,9,9,0.1524,Personal,67857.01,60,6.75,1335.52,0.201,0.8512,Mortgage,0,3
48,High School,Married,1,West,Employed,8.0,95,45584.5,3798.71,2110.59,420.64,562,19,1,0.4184,Medical,63235.39,84,9.34,1028.26,0.2707,1.3872,Rent,0,4
47,Master,Married,5,South,Employed,18.4,220,86610.27,7217.52,26417.17,2871.37,706,10,6,0.3032,Business,12399.71,12,6.96,1072.69,0.1486,0.1432,Mortgage,0,3
52,PhD,Single,4,East,Employed,12.5,150,115369.64,9614.14,64717.14,16345.05,615,9,2,0.0542,Medical,4790.83,24,8.14,216.97,0.0226,0.0415,Own,0,1
67,High School,Single,1,South,Unemployed,1.9,22,52509.44,4375.79,29379.91,671.85,573,7,8,0.4473,Education,15310.34,12,9.83,1344.84,0.3073,0.2916,Own,0,2
65,High School,Divorced,2,South,Part-Time,5.9,70,58930.85,4910.9,30367.4,186.72,675,19,7,0.0972,Car,13990.87,48,11.78,366.95,0.0747,0.2374,Rent,1,5
24,Master,Single,0,South,Self-Employed,3.6,42,63991.14,5332.6,484.53,16290.88,582,11,7,0.167,Medical,118478.91,48,10.68,3043.57,0.5707,1.8515,Own,0,5
51,Bachelor,Married,5,East,Employed,14.5,173,86351.43,7195.95,3353.93,6494.69,741,19,9,0.3225,Vacation,2024.08,120,6.19,22.67,0.0031,0.0234,Mortgage,0,0
39,Bachelor,Single,2,West,Self-Employed,0.0,0,73071.21,6089.27,5080.15,12504.92,651,19,3,0.4383,Business,158839.51,60,12.07,3539.26,0.5812,2.1738,Rent,0,5
63,Bachelor,Married,2,West,Employed,5.8,69,74534.6,6211.22,8336.68,6233.43,687,15,2,0.2809,Business,37545.01,120,7.27,441.1,0.071,0.5037,Mortgage,0,1
46,Master,Divorced,1,North,Employed,4.5,54,85373.32,7114.44,51192.29,19205.85,675,9,6,0.2059,Personal,41427.92,84,7.23,630.0,0.0886,0.4853,Other,1,5
74,Bachelor,Divorced,0,North,Retired,2.1,25,83650.86,6970.9,208.67,17082.42,725,0,8,0.3365,Home,134671.08,12,9.22,11790.62,1.0,1.6099,Mortgage,0,5
42,High School,Married,4,South,Retired,16.3,195,43091.91,3590.99,5337.59,245.2,624,1,9,0.3973,Personal,128603.66,60,5.65,2465.47,0.6866,2.9844,Mortgage,0,1
56,High School,Married,1,East,Retired,0.2,2,57173.15,4764.43,8453.9,1652.7,769,19,3,0.1005,Car,37768.73,60,1.5,653.77,0.1372,0.6606,Rent,0,6
24,Bachelor,Single,0,South,Part-Time,2.0,24,48379.2,4031.6,20888.44,12291.86,843,10,0,0.2368,Medical,29529.63,24,6.7,1318.17,0.327,0.6104,Own,0,3
71,PhD,Divorced,5,Central,Self-Employed,16.0,191,132492.89,11041.07,27551.28,9523.6,591,11,0,0.463,Education,36360.3,24,6.45,1618.82,0.1466,0.2744,Own,0,1
26,Bachelor,Single,3,East,Employed,7.5,90,55643.31,4636.94,11323.26,1202.2,807,15,9,0.1206,Business,34431.46,48,4.33,782.58,0.1688,0.6188,Rent,0,5
39,Bachelor,Widowed,0,Central,Retired,7.1,85,45706.69,3808.89,19297.75,4382.76,635,9,9,0.0992,Personal,28972.4,120,9.9,381.25,0.1001,0.6339,Own,1,7
65,PhD,Divorced,1,Central,Employed,4.9,58,126254.39,10521.2,7724.08,12595.26,639,18,9,0.1645,Home,43881.68,12,4.3,3742.57,0.3557,0.3476,Rent,0,1
73,Bachelor,Married,3,North,Employed,8.0,95,99359.88,8279.99,4525.29,11799.42,747,17,4,0.2235,Vacation,11950.64,12,10.14,1051.44,0.127,0.1203,Rent,0,3
45,Bachelor,Married,1,Central,Employed,5.9,70,77340.69,6445.06,8287.65,859.71,591,14,3,0.3067,Medical,45344.75,24,6.53,2020.54,0.3135,0.5863,Mortgage,1,6
45,High School,Married,5,North,Unemployed,4.3,51,53509.91,4459.16,1081.68,9248.77,727,10,7,0.1224,Personal,7417.98,12,8.96,648.59,0.1455,0.1386,Mortgage,0,0
20,Master,Single,5,North,Employed,1.0,11,46994.82,3916.24,2941.34,3880.92,724,16,4,0.4887,Business,22132.26,48,6.15,521.33,0.1331,0.471,Mortgage,1,1
73,Master,Married,5,East,Part-Time,8.2,98,102036.9,8503.08,3082.65,9321.16,674,15,6,0.4541,Car,39483.73,36,5.25,1187.84,0.1397,0.387,Other,0,1
18,Master,Single,3,East,Self-Employed,5.0,60,52585.35,4382.11,5316.17,411.56,671,9,4,0.1521,Medical,3021.04,36,1.5,85.87,0.0196,0.0575,Mortgage,0,2
19,Associate,Married,5,West,Employed,5.7,67,38505.25,3208.77,22676.97,9643.55,637,16,7,0.4398,Business,2927.73,36,10.37,94.98,0.0296,0.076,Rent,0,0
